,service,flag,src_bytes,dst_bytes,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,Label
80297,24,9,225,1160,10,0,0,1,0,255,1,0,0,0,4
29271,24,5,0,0,230,1,1,0.03,0.06,8,0.03,0.07,1,1,0
120547,24,9,223,392,12,0,0,1,0,255,1,0,0,0,4
101956,49,4,0,0,1,0,0,1,0,1,0.01,0.72,0.04,0,1
113665,24,9,252,1078,16,0,0,1,0,255,1,0,0,0,4
23710,12,9,45,135,71,0,0,1,0,174,0.68,0.02,0,0,4
3797,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
36467,20,9,12324,0,1,0,0,1,0,27,0.15,0.09,0,0,4
1948,24,9,242,3322,1,0,0,1,0,22,1,0,0,0,4
35294,24,9,283,500,10,0,0,1,0,255,1,0,0,0,4
85593,44,5,0,0,382,0.07,1,0,1,1,0,1,0.09,1,1
7263,60,5,0,0,6,1,1,0.17,0.5,49,0.19,0.05,1,1,0
52404,66,2,0,0,131,0,0,0.08,0.06,11,0.04,0.07,0,0,0
46862,49,5,0,0,510,0.2,1,0,1,1,0,1,0.17,1,1
42372,24,9,218,1781,2,0,0,1,0,255,1,0,0,0,4
96700,24,9,238,10378,1,0,0,1,0,255,1,0,0,0,4
116404,12,9,44,44,172,0,0,1,0,255,1,0,0,0,4
19829,54,9,2405,330,1,0,0,1,0,67,0.2,0.32,0,0,4
102342,20,9,190,0,2,0,0,1,0,57,0.26,0.05,0,0,4
66659,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
34132,47,9,38,130,1,0,0,1,0,4,0.01,0.03,0.01,0,4
71611,39,5,0,0,213,1,1,0.03,0.07,18,0.07,0.05,1,1,0
19913,24,9,262,8702,5,0,0,1,0,255,1,0,0,0,4
103749,24,9,305,6874,5,0,0,1,0,255,1,0,0,0,4
11416,15,9,1032,0,304,0,0,1,0,255,1,0,0,0,0
27140,24,9,232,20626,8,0,0,1,0,255,1,0,0,0,4
71020,24,1,0,0,1,0,0,1,0,223,1,0,0,0,4
93870,19,5,0,0,287,1,1,0.07,0.05,20,0.08,0.05,1,1,0
104849,24,9,295,1645,2,0,0,1,0,255,1,0,0,0,4
109967,24,9,227,392,6,0,0,1,0,255,1,0,0,0,4
12933,54,9,794,330,1,0,0,1,0,105,0.56,0.04,0.01,0,4
54927,44,4,0,0,1,0,0,1,0,1,0,1,0,0,1
99416,49,5,0,0,291,1,1,0.04,0.06,18,0.07,0.06,1,1,0
21429,24,9,196,765,4,0,0,1,0,255,1,0,0,0,4
43278,49,1,0,0,2,0,0,0.5,1,1,0,0.64,0,0,1
42629,67,5,0,0,218,1,1,0.06,0.06,13,0.05,0.05,1,1,0
36115,59,5,0,0,268,1,1,0.07,0.06,18,0.07,0.07,1,1,0
44189,24,9,305,1130,1,0,0,1,0,255,1,0,0,0,4
98281,44,4,1,0,2,0,0,1,0,2,0.01,0.63,0,0,1
109605,12,9,44,156,107,0,0,1,0,255,1,0,0,0,4
35915,15,9,1032,0,510,0,0,1,0,142,0.56,0.04,0,0,0
11944,24,9,285,710,6,0,0,1,0,255,1,0,0,0,4
120999,14,9,8,0,1,0,0,1,0,28,1,0,0,0,1
114537,44,9,147,105,1,0,0,1,0,1,0.02,0.76,0,0,4
10515,24,9,303,1694,1,0,0,1,0,255,1,0,0,0,4
125046,12,9,43,72,113,0,0,1,0,254,1,0.01,0,0,4
50179,18,5,0,0,260,1,1,0.07,0.06,18,0.07,0.08,1,1,0
96957,41,5,0,0,113,1,1,0.01,0.06,19,0.07,0.07,1,1,0
30556,24,9,286,2835,1,0,0,1,0,255,1,0,0,0,4
2248,54,9,1561,330,2,0,0,1,0,118,0.71,0.03,0,0,4
84685,24,9,183,4285,1,0,0,1,0,255,1,0,0,0,4
125834,24,9,318,6546,8,0,0,1,0,255,1,0,0,0,4
100435,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
125478,49,5,0,0,57,1,1,0.26,0.07,15,0.06,0.06,1,1,0
120737,14,9,30,0,1,0,0,1,0,117,1,0,0,0,4
93616,49,4,0,0,1,0,0,1,0,1,0.01,0.33,0,0,1
23676,20,9,334,0,2,0,0,1,0,20,1,0,0,0,2
37593,14,9,8,0,1,0,0,1,0,26,1,0,0,0,1
84627,24,9,235,1380,4,0,0,1,0,250,0.98,0.01,0,0,4
76238,49,1,0,0,511,0.07,0,0,1,1,0,1,0.13,0,1
98336,23,5,0,0,212,1,1,0.09,0.07,19,0.07,0.08,1,1,0
74311,18,9,10,0,1,0,0,1,0,12,0.06,0.02,0,0,4
22735,24,9,176,925,24,0,0,1,0,255,1,0,0,0,4
113915,49,5,0,0,246,1,1,0.08,0.06,20,0.08,0.07,1,1,0
59505,24,9,276,383,11,0,0,1,0,255,1,0,0,0,4
97665,24,6,149,21900,1,1,1,1,0,255,1,0,0.04,0,4
39394,54,9,1736,332,1,0,0,1,0,140,0.64,0.06,0,0,4
97714,57,5,0,0,147,1,1,0.12,0.05,2,0.01,0.07,1,1,0
114229,15,9,1480,0,4,0,0,1,0,4,0.02,0.02,0,0,0
627,49,5,0,0,209,1,1,0.04,0.07,9,0.04,0.07,1,1,0
109596,24,9,221,715,12,0,0,1,0,138,1,0,0,0,4
108217,4,5,0,0,206,1,1,0.01,0.07,2,0.01,0.07,1,1,0
71137,24,9,228,5235,2,0,0,1,0,255,1,0,0.01,0,4
125375,24,9,324,1060,7,0,0,1,0,255,1,0,0,0,4
50783,14,9,8,0,1,0,0,1,0,255,1,0,0,0,1
102970,24,9,225,2542,6,0,0,1,0,255,1,0,0.01,0,4
88191,49,5,0,0,189,0.61,1,0.08,0.04,6,0.02,0.06,1,1,0
90034,12,9,43,135,274,0,0,1,0.01,251,0.98,0.01,0,0,4
61467,24,9,239,3567,3,0,0,1,0,255,1,0,0,0,4
115834,54,9,15290,1795,1,0,0,1,0,238,0.93,0.07,0,0,4
114397,44,9,146,0,3,0,0,0.33,0.67,1,0,0.86,0,0,4
98254,24,9,289,9432,17,0,0,1,0,255,1,0,0,0,4
53571,24,9,287,409,3,0,0,1,0,255,1,0,0,0,4
86733,8,5,0,0,190,1,1,0.08,0.06,15,0.06,0.05,1,1,0
23090,24,9,271,3315,7,0,0,1,0,255,1,0,0,0,4
59446,44,9,147,105,7,0,0,0.29,0.57,2,0.01,0.65,0,0,4
11719,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
68740,49,4,1,0,2,0,0,1,0,2,0.01,0.73,0,0,1
88864,37,1,0,0,182,0,0,0.05,0.07,9,0.04,0.08,0,0,0
118912,57,5,0,0,246,1,1,0.08,0.06,20,0.08,0.06,1,1,0
110813,49,1,0,0,2,0,0,0.5,1,1,0,0.93,0,0,1
38831,14,9,8,0,1,0,0,1,0,139,1,0,0,0,1
19727,47,9,6,151,511,0.07,0,0,1,1,0,1,0.07,0,1
48764,24,9,212,2606,32,0,0,1,0,255,1,0,0,0,4
47335,49,5,0,0,130,1,1,0.06,0.06,8,0.24,0.12,1,1,0
60939,19,9,1222,2451,1,0,0,1,0,40,0.19,0.02,0,0,2
24602,24,9,232,12922,2,0,0,1,0,255,1,0,0,0,4
67502,49,5,0,0,134,1,1,0.06,0.06,17,0.07,0.06,1,1,0
56741,54,9,1627,333,1,0,0,1,0,132,0.62,0.04,0.01,0,4
90387,2,5,0,0,274,1,1,0.04,0.06,12,0.05,0.08,1,1,0
31762,20,9,30,0,1,0,0,1,0,17,1,0,0,0,2
47726,20,9,374,0,5,0,0,1,0,98,1,0,0,0,4
78829,24,9,387,680,9,0,0,1,0,255,1,0,0,0.01,4
69650,19,5,0,0,245,1,1,0.01,0.06,3,0.01,0.06,1,1,0
73757,24,9,317,263,15,0,0,1,0,255,1,0,0,0,4
36018,24,9,219,765,1,0,0,1,0,255,1,0,0,0,4
85936,12,9,45,135,37,0,0,1,0,254,1,0.01,0,0,4
36072,24,1,0,0,29,0,0,1,0,253,1,0,0,0,4
81660,54,9,1576,329,1,0,0,1,0,95,0.83,0.03,0,0,4
75731,4,5,0,0,201,1,1,0,0.06,1,0,0.08,1,1,0
6202,24,9,186,2958,1,0,0,1,0,255,1,0,0,0,4
24478,16,1,0,0,76,0,0,0.11,0.07,8,0.03,0.07,0,0,0
19225,24,9,178,13294,10,0,0,1,0,255,1,0,0,0,4
85471,14,9,8,0,1,0,0,1,0,19,1,0,0,0,1
91808,24,9,207,314,1,0,0,1,0,255,1,0,0,0,4
38305,24,9,164,12977,1,0,0,1,0,255,1,0,0,0.01,4
11964,24,9,227,281,2,0,0,1,0,255,1,0,0,0,4
34211,24,9,310,640,4,0,0,1,0,255,1,0,0,0,4
4753,24,9,216,1353,3,0,0,1,0,255,1,0,0,0,4
113314,49,5,0,0,15,1,1,1,0,16,0.06,0.07,1,1,0
109270,20,9,748,0,1,0,0,1,0,79,0.34,0.04,0,0.01,4
78191,24,9,302,1120,2,0,0,1,0,255,1,0,0,0.01,4
30311,58,1,0,0,261,0,0,0.05,0.07,13,0.05,0.07,0,0,0
122625,14,9,8,0,1,0,0,1,0,13,1,0,0,0,1
49940,24,9,227,2507,5,0,0,1,0,240,0.94,0.02,0,0,4
9985,49,1,0,0,233,0,0,0.05,0.07,11,0.04,0.07,0,0,0
85258,24,9,296,188,1,0,0,1,0,255,1,0,0,0.02,4
125104,49,5,0,0,249,1,1,0.04,0.06,10,0.04,0.08,1,1,0
78466,44,9,146,105,4,0,0,0.25,0.75,1,0,0.53,0,0,4
113237,24,9,340,1275,1,0,0,1,0,255,1,0,0,0,4
92773,40,5,0,0,145,1,1,0.08,0.06,12,0.05,0.05,1,1,0
111286,24,9,318,8411,3,0,0,1,0,255,1,0,0,0,4
71669,24,9,235,2239,7,0,0,1,0,245,0.96,0.01,0.03,0.03,4
82659,20,9,1470,0,16,0,0,1,0,100,0.39,0.04,0,0.01,4
103213,60,5,0,0,11,1,1,1,0,93,0.54,0.01,0.99,0.98,0
36374,0,2,0,0,1,0,0,1,0,30,0.77,0.08,0,0,4
7051,19,9,339,1072,1,0,0,1,0,61,0.24,0.02,0,0,4
29437,12,9,44,134,99,0,0,1,0,255,1,0,0,0,4
120038,49,5,0,0,133,1,1,0.03,0.06,4,0.02,0.09,1,1,0
41964,49,4,0,0,1,0,0,1,0,1,0,0.49,0,0,1
984,49,5,0,0,75,1,1,0.08,0.07,15,0.06,0.06,1,1,0
80366,24,9,248,1724,2,0,0,1,0,232,0.91,0.01,0,0,4
122347,20,9,740,0,3,0,0,1,0,31,0.12,0.02,0,0,4
75425,24,9,331,478,11,0,0,1,0,255,1,0,0,0,4
78993,49,5,0,0,84,1,1,0.24,0.06,2,0.01,0.06,1,1,0
52227,60,9,127,5149,1,0,0,1,0,68,0.27,0.02,0.9,0.88,4
26985,24,9,203,2777,5,0,0,1,0,255,1,0,0,0,4
97137,53,5,0,0,112,1,1,0.09,0.06,10,0.04,0.06,1,1,0
89343,44,1,0,0,510,0.14,0,0,1,1,0,1,0.17,0,1
11480,69,1,0,0,1,0,0,1,0,1,0.04,1,0,0,1
15669,15,9,1032,0,220,0,0,1,0,255,1,0,0,0,0
5404,24,9,228,1319,3,0,0,1,0,255,1,0,0,0,4
68743,24,9,285,5200,9,0,0,1,0,255,1,0,0,0,4
101013,49,5,0,0,108,1,1,0.16,0.06,12,0.11,0.11,1,1,0
119405,57,2,0,0,196,0,0,0.01,0.07,2,0.01,0.07,0,0,0
73355,39,5,0,0,241,1,1,0.01,0.07,20,0.08,0.07,1,1,0
109926,49,5,0,0,173,1,1,0.02,0.07,18,0.07,0.06,1,1,0
41142,49,1,0,0,24,0,0,0.04,0.54,1,0.01,0.08,0.01,0,1
60457,14,9,8,0,1,0,0,1,0,62,1,0,0,0,1
104520,7,5,0,0,127,0.99,1,0.07,0.09,9,0.04,0.07,1,1,0
21792,12,9,44,136,73,0,0,1,0,254,1,0.01,0,0,4
100825,20,9,567,0,1,0,0,1,0,51,0.27,0.09,0.02,0.02,4
124225,24,9,198,1077,21,0,0,1,0,255,1,0,0,0,4
2454,49,5,0,0,239,1,1,0.08,0.06,18,0.07,0.07,1,1,0
22295,2,5,0,0,208,1,1,0.01,0.08,2,0.01,0.09,1,1,0
97305,49,9,28,0,173,0.58,0,0.42,0.04,73,0.29,0.72,0.09,0,0
111281,58,5,0,0,266,1,1,0.08,0.06,20,0.08,0.07,1,1,0
113864,49,5,0,0,190,1,1,0.02,0.08,3,0.01,0.08,1,1,0
73168,49,3,0,0,210,0.64,0.5,0.01,0.41,2,0.01,0.34,0.53,0.5,1
119343,12,9,46,46,135,0,0,1,0,255,1,0,0,0,4
54201,49,5,0,0,120,1,1,0.1,0.06,4,0.02,0.07,1,1,0
94468,24,9,213,1512,5,0,0,1,0,202,1,0,0,0,4
99487,12,9,88,0,1,0,0,1,0,15,0.54,0.11,0,0,4
75379,14,9,8,0,1,0,0,1,0,76,1,0,0,0,1
93236,15,9,1032,0,511,0,0,1,0,251,0.98,0.02,0,0,0
22969,24,9,162,13187,1,0,0,1,0,79,1,0,0,0,4
89873,24,9,285,7203,7,0,0,1,0,255,1,0,0,0,4
14314,20,9,5336,0,12,0,0,1,0,48,0.19,0.02,0,0,4
56749,44,1,0,0,511,0.08,0,0,1,1,0,1,0.15,0,1
125020,24,9,224,4091,10,0,0,1,0,255,1,0,0,0,4
98600,12,9,42,42,3,0,0,1,0,163,0.97,0.02,0,0,4
70509,58,1,0,0,140,0,0,0.07,0.06,5,0.02,0.06,0,0,0
61369,18,9,9,174,1,0,0,1,0,5,0.03,0.04,0,0.2,4
116130,21,5,0,0,280,1,1,0.07,0.05,20,0.08,0.05,1,1,0
22266,15,9,1032,0,511,0,0,1,0,179,0.7,0.01,0,0,0
10152,24,9,257,3136,1,0,0,1,0,92,0.93,0.02,0,0,4
96816,49,5,0,0,249,1,1,0.06,0.06,2,0.01,0.08,1,1,0
83366,24,9,294,642,14,0,0,1,0,255,1,0,0,0,4
103960,24,9,279,961,10,0,0,1,0,255,1,0,0,0,4
36764,24,1,0,0,1,0,0,1,0,255,1,0,0.01,0,4
43850,21,5,0,0,207,1,1,0.08,0.07,15,0.06,0.06,1,1,0
7310,20,9,172,0,12,0,0,1,0,110,0.43,0.03,0,0,4
121476,24,9,214,1111,3,0,0,1,0,255,1,0,0,0,4
25942,24,9,225,1875,9,0,0,1,0,255,1,0,0,0,4
1898,24,9,211,1792,7,0,0,1,0,255,1,0,0,0,4
75814,20,9,1153,0,2,0,0,0.5,1,80,0.31,0.02,0,0,4
82093,10,2,0,0,238,0,0,0.01,0.06,2,0.01,0.07,0,0,0
90747,49,1,0,0,112,0,0,0.11,0.06,13,0.05,0.07,0,0,0
39720,24,9,231,31220,1,0,0,1,0,255,1,0,0,0,4
108329,44,1,0,0,511,0.03,0,0,1,1,0,1,0,0,1
115368,20,9,59,0,23,0,0,1,0,105,0.41,0.01,0,0,4
36415,24,9,306,309,7,0,0,1,0,255,1,0,0,0,4
73137,14,9,8,0,1,0,0,1,0,17,1,0,0,0,1
97431,19,9,1224,2451,1,0,0,1,0,35,0.17,0.02,0,0,2
24105,44,4,1,0,2,0,0,1,0,2,0.01,0.74,0,0,1
44491,24,9,314,740,18,0,0,1,0,255,1,0,0,0,4
98181,49,5,0,0,158,1,1,0.08,0.06,13,0.05,0.06,1,1,0
105023,60,5,0,0,65,1,1,0.25,0.06,58,0.26,0.02,0.99,0.97,0
63768,9,5,0,0,293,1,1,0.06,0.05,18,0.07,0.08,1,1,0
55867,7,5,0,0,278,1,1,0.06,0.06,17,0.07,0.07,1,1,0
86561,14,9,30,0,4,0,0,0.25,0.5,28,0.11,0.01,0,0,4
95373,24,9,207,464,7,0,0,1,0,255,1,0,0,0,4
107809,24,9,289,910,18,0,0,1,0,255,1,0,0,0,4
104893,24,9,380,361,10,0,0,1,0,255,1,0,0,0,4
22620,12,9,30,30,1,0,0,1,0,246,0.96,0.01,0,0,4
82454,24,9,214,849,36,0,0,1,0,255,1,0,0,0,4
6487,49,9,1,0,17,0,0,0.06,0.18,1,0,0.38,0.16,0,1
104890,24,9,54540,8314,4,0,0,1,0,11,1,0,0,0,0
107569,24,5,0,0,4,1,1,0.25,0.75,61,0.24,0.02,1,1,0
83418,49,5,0,0,149,1,1,0.11,0.05,15,0.06,0.06,1,1,0
111093,24,9,242,1950,5,0,0,1,0,255,1,0,0,0,4
31059,24,1,0,0,1,0,0,1,0,254,1,0,0,0,4
124810,4,5,0,0,286,1,1,0.03,0.06,15,0.06,0.07,1,1,0
119074,24,9,312,9284,13,0,0,1,0,255,1,0,0,0,4
83104,59,5,0,0,232,1,1,0.07,0.06,16,0.06,0.07,1,1,0
87699,54,9,6416,331,1,0,0,1,0,197,0.56,0.05,0,0,4
19385,60,9,213,232250,1,0,0,1,0,9,0.1,0.04,0,0,4
104362,44,1,0,0,511,0.08,0,0,0.95,1,0,0.91,0.08,0,1
100050,24,9,212,1628,9,0,0,1,0,255,1,0,0,0.01,4
117874,24,9,237,5549,1,0,0,1,0,255,1,0,0,0,4
112486,44,4,1,0,2,0,0,1,0,2,0.01,0.73,0,0,1
101434,54,9,1625,329,1,0,0,1,0,17,0.41,0.07,0,0,4
46155,49,9,105,146,7,0,0,0.14,0.29,228,0.89,0.01,0,0,4
59282,24,9,0,415,13,0,0,1,0,255,1,0,0,0,4
50157,18,5,0,0,37,0.97,1,0.27,0.14,29,0.11,0.05,1,1,0
47780,24,9,217,940,6,0,0,1,0,255,1,0,0,0,4
12169,12,9,44,132,146,0,0,1,0,254,1,0.01,0,0,4
23609,49,5,0,0,206,1,1,0.12,0.06,24,0.09,0.06,1,1,0
103429,14,9,8,0,1,0,0,1,0,13,1,0,0,0,1
44333,49,4,0,0,1,0,0,1,0,1,0.01,0.22,0,0,1
41898,54,9,1675,451,1,0,0,1,0,116,1,0,0,0,4
23162,49,5,0,0,243,1,1,0.01,0.07,2,0.01,0.06,1,1,0
30382,49,9,1,0,56,0,0,0.32,0.09,52,0.2,0.18,0,0,1
54676,24,9,225,1820,3,0,0,1,0,255,1,0,0,0,4
98891,12,9,45,45,108,0,0,1,0,252,0.99,0.01,0,0,4
63318,24,9,213,492,1,0,0,1,0,209,1,0,0,0,4
123897,49,1,0,0,138,0,0,0.12,0.07,12,0.05,0.08,0,0,0
25791,35,5,0,0,44,1,1,0.2,0.11,16,0.06,0.07,1,1,0
24856,15,9,1032,0,492,0,0,1,0,255,1,0,0,0,0
75377,49,5,0,0,101,0.99,1,0.17,0.07,17,0.07,0.06,1,1,0
46613,34,5,0,0,143,1,1,0.1,0.06,14,0.05,0.06,1,1,0
38660,24,9,307,2507,6,0,0,0.83,0.33,246,0.96,0.01,0,0,4
99030,24,9,209,3127,19,0,0,1,0,255,1,0,0,0,4
109694,24,9,233,886,4,0,0,1,0,255,1,0,0,0,4
113278,5,1,0,0,243,0,0,0.01,0.07,2,0.01,0.08,0,0,0
109205,24,9,226,1816,4,0,0,1,0,255,1,0,0,0,4
50012,49,9,1,0,16,0,0,1,0,87,0.34,0.08,0,0,1
79313,68,1,0,0,201,0,0,0,0.07,1,0,0.09,0,0,0
123981,49,5,0,0,186,1,1,0.01,0.06,2,0.01,0.07,1,1,0
62064,24,9,368,1412,19,0.05,0.05,1,0,255,1,0,0,0,4
103791,24,9,327,10407,2,0,0,1,0,255,1,0,0,0,4
1505,24,9,224,347,7,0,0,1,0,255,1,0,0,0,4
122204,65,9,78,0,55,0,0,0.18,0.04,10,0.04,0.02,0,0,4
84746,24,9,327,15416,32,0,0,1,0,255,1,0,0,0.01,4
65073,44,4,1,0,2,0,0,1,0,2,0.01,0.73,0,0,1
18522,65,9,181,0,2,0,0,0.5,1,1,0.5,1,0,0,4
63707,19,5,0,0,217,1,1,0.12,0.06,25,0.1,0.06,1,1,0
36418,54,9,1375,330,1,0,0,1,0,183,0.7,0.03,0,0.01,4
70919,14,9,8,0,1,0,0,1,0,255,1,0,0,0,1
115100,20,5,0,0,72,1,1,0.22,0.06,55,0.22,0.04,1,1,0
92408,14,9,30,0,1,0,0,1,0,251,1,0,0,0,4
84029,63,2,0,0,240,0,0,0.08,0.07,20,0.08,0.07,0,0,0
98893,24,9,307,3222,5,0,0,1,0,16,0.57,0.11,0.25,0,4
10207,24,9,209,2445,9,0,0,1,0,255,1,0,0,0,4
79555,20,9,209,0,2,0,0,1,0,54,0.12,0.12,0,0,4
31323,12,9,44,110,201,0,0,1,0.01,57,0.63,0.02,0,0,4
57590,24,9,240,560,14,0,0,1,0,255,1,0,0,0,4
118920,14,9,8,0,1,0,0,1,0,156,1,0,0,0,1
92314,24,9,215,310,8,0,0,1,0,255,1,0,0,0,4
85974,24,9,240,392,25,0,0,1,0,255,1,0,0,0,4
4571,49,5,0,0,229,1,1,0.07,0.07,29,0.11,0.07,1,1,0
40302,49,5,0,0,288,1,1,0.06,0.06,15,0.06,0.09,1,1,0
116139,32,5,0,0,148,1,1,0.14,0.05,20,0.08,0.06,1,1,0
56611,24,9,223,2480,8,0,0,1,0,255,1,0,0,0,4
125792,24,9,480,6001,4,0,0,1,0,255,1,0,0.01,0.01,4
89075,58,5,0,0,262,1,1,0.07,0.06,18,0.07,0.07,1,1,0
54113,49,5,0,0,298,1,1,0.07,0.06,1,0,0.06,1,1,0
39689,47,9,35,130,1,0,0,1,0,4,0.03,0.08,0,0,4
79268,12,9,46,70,287,0,0,1,0,254,1,0.01,0,0,4
52875,63,5,0,0,258,1,1,0.01,0.06,3,0.01,0.07,1,1,0
15209,24,9,323,4396,8,0,0,1,0,255,1,0,0,0,4
16675,14,9,8,0,1,0,0,1,0,5,1,0,0,0,1
122131,49,5,0,0,297,1,1,0.01,0.06,3,0.01,0.08,1,1,0
22186,65,9,78,0,15,0,0,0.4,0.13,6,0.02,0.01,0,0,4
13737,24,9,279,307,5,0,0,1,0,255,1,0,0,0,4
83160,49,9,105,146,5,0,0,0.2,0.4,34,1,0,0,0,4
104422,54,9,815,329,1,0,0,1,0,143,0.69,0.03,0,0,4
22470,24,1,0,0,5,0,0,1,0,190,1,0,0,0,4
12642,24,9,327,1357,37,0,0,1,0,255,1,0,0,0,4
121142,18,5,0,0,121,1,1,0.05,0.07,6,0.02,0.07,1,1,0
125381,15,9,1032,0,197,0,0,1,0,255,1,0,0,0,0
19216,38,5,0,0,258,1,1,0.1,0.05,25,0.1,0.05,1,1,0
40585,20,9,854,0,3,0,0,1,0,28,0.12,0.07,0,0,4
114676,24,9,209,3067,2,0,0,1,0,255,1,0,0,0.01,4
56180,24,9,194,14496,6,0,0,1,0,255,1,0,0,0,4
39949,14,9,8,0,1,0,0,1,0,28,1,0,0,0,1
11893,24,9,233,1690,1,0,0,1,0,255,1,0,0,0,4
78253,19,9,1168,2445,1,0,0,1,0,25,0.2,0.05,0.02,0,2
125183,66,5,0,0,133,1,1,0.02,0.06,3,0.01,0.07,1,1,0
14607,21,5,0,0,215,1,1,0.08,0.06,16,0.06,0.08,1,1,0
63875,54,9,10578,882,1,0,0,1,0,200,0.82,0.06,0,0.01,4
76878,24,1,0,0,1,0,0,1,0,253,1,0,0,0,4
10181,5,5,0,0,271,1,1,0.05,0.07,14,0.05,0.08,1,1,0
121024,24,9,304,1438,2,0,0,1,0,255,1,0,0.01,0.01,4
96146,12,9,43,131,76,0,0,1,0,218,0.91,0.01,0,0,4
64149,12,9,45,131,80,0,0,1,0,255,1,0,0,0,4
37223,49,1,0,0,278,0.08,0,0,1,1,0,1,0.08,0,1
104199,24,9,314,2698,4,0,0,1,0,237,0.93,0.02,0,0,4
76300,24,9,220,2696,26,0,0,1,0,255,1,0,0,0,4
7455,44,9,147,0,2,0,0,0.5,1,1,0,0.69,0,0,4
86459,24,9,330,1244,7,0,0,1,0,255,1,0,0,0,4
95393,49,1,0,0,140,0.04,0,0.01,0.99,1,0,0.56,0.02,0,1
42279,24,9,208,757,7,0,0,1,0,255,1,0,0,0,4
12908,24,9,318,1002,4,0,0,1,0,255,1,0,0,0.01,4
57428,49,5,0,0,124,1,1,0.1,0.06,33,0.13,0.05,1,1,0
36911,49,5,0,0,107,1,1,0.17,0.06,12,0.05,0.08,1,1,0
10776,24,9,356,238,1,0,0,1,0,253,1,0,0,0,4
113861,12,9,43,109,164,0,0,1,0,50,0.56,0.03,0,0,4
3884,24,9,261,3913,1,0,0,1,0,228,0.89,0.01,0,0,4
84646,49,1,0,0,264,0.03,0,0,1,1,0,0.97,0.04,0,1
103560,54,9,682,334,1,0,0,1,0,114,0.38,0.06,0,0.18,4
121456,20,9,1342,0,1,0,0,1,0,48,0.37,0.02,0,0,4
55799,20,9,9311,0,8,0,0,1,0,110,0.82,0.24,0,0,4
71787,24,9,236,508,12,0,0,1,0,255,1,0,0,0,4
53834,24,9,214,4835,3,0,0,1,0,255,1,0,0,0,4
102972,24,9,301,4556,15,0,0,1,0,255,1,0,0,0,4
85719,15,9,1032,0,511,0,0,1,0,157,0.62,0.17,0,0,0
1782,8,5,0,0,233,1,1,0.03,0.06,6,0.02,0.06,1,1,0
109848,24,9,285,25519,4,0,0,1,0,255,1,0,0.02,0.02,4
38598,18,9,8,141,1,0,0,1,0,4,0.02,0.34,0,0,4
74621,43,9,48,48,1,0,0,1,0,14,0.45,0.06,0,0,4
41767,14,9,8,0,1,0,0,1,0,145,1,0,0,0,1
33358,32,5,0,0,126,1,1,0.03,0.07,3,0.01,0.07,1,1,0
8630,12,9,42,42,8,0,0,1,0,187,0.73,0.01,0,0,4
89938,24,9,300,1075,22,0,0,0.18,0.09,228,0.89,0.01,0,0,4
101527,49,1,0,0,66,0,0,0.3,0.06,20,0.08,0.07,0,0,0
17959,49,1,0,0,35,0,0,0.34,0.09,9,0.04,0.07,0,0,0
83426,24,1,0,0,1,0,0,1,0,54,1,0,0,0,4
22623,19,5,0,0,271,1,1,0.07,0.05,18,0.07,0.05,1,1,0
113456,24,9,333,2271,9,0,0,1,0,255,1,0,0,0.01,4
114140,49,1,0,0,121,0,0,0.02,0.07,3,0.01,0.08,0,0,0
3225,52,1,0,0,205,0,0,0.02,0.07,4,0.02,0.08,0,0,0
67344,29,1,0,0,257,0,0,0.07,0.06,19,0.07,0.06,0,0,0
114757,54,9,4113,364,1,0,0,1,0,137,0.81,0.03,0,0,4
87296,20,9,1830,0,5,0,0,1,0,113,0.44,0.05,0.01,0.02,4
7285,44,9,147,105,1,0,0,1,0,1,0,0.66,0,0,4
72618,32,5,0,0,136,1,1,0.05,0.06,14,0.05,0.07,1,1,0
99646,24,9,206,1119,18,0,0,1,0,255,1,0,0,0,4
49255,49,5,0,0,264,1,1,0.06,0.06,2,0.01,0.09,1,1,0
12181,54,9,2493,328,1,0,0,1,0,147,0.58,0.02,0,0,4
113057,24,9,314,315,27,0,0,1,0,255,1,0,0,0,4
121722,54,9,1092,390,1,0,0,1,0,157,0.29,0.07,0.13,0.03,4
19118,49,5,0,0,66,1,1,0.17,0.06,17,0.07,0.06,1,1,0
80864,13,2,0,0,247,0,0,0.04,0.07,10,0.04,0.07,0,0,0
55069,24,9,194,7880,6,0,0,1,0,255,1,0,0,0,4
102128,24,9,184,4611,1,0,0,1,0,225,0.88,0.01,0,0,4
26762,12,9,70,44,3,0,0,1,0,252,0.99,0.01,0,0,4
111678,59,5,0,0,110,1,1,0.09,0.05,10,0.04,0.07,1,1,0
55613,24,5,0,0,9,1,1,0.67,0.22,60,0.24,0.04,1,1,0
113,24,9,237,511,1,0,0,1,0,255,1,0,0,0,4
30248,24,9,309,1284,4,0,0,1,0,255,1,0,0,0,4
1545,49,9,105,146,1,0,0,1,0,246,0.96,0.01,0,0,4
92274,49,5,0,0,205,1,1,0.02,0.07,5,0.02,0.08,1,1,0
